pais,provincia_departamento,ciudad,property_type,rooms,bedrooms,bathrooms,surface_total,price_USD,precio_m2
Colombia,Atlántico,Barranquilla,Apartamento,2.0,2.0,3.0,162,211946,1308.308642
Argentina,Capital Federal,Belgrano,Departamento,2.0,1.0,1.0,38,115000,3026.315789
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,35,64000,1828.571429
Argentina,Santa Fe,Rosario,Departamento,6.0,3.0,2.0,120,239000,1991.666667
Argentina,Capital Federal,Centro / Microcentro,Departamento,2.0,1.0,2.0,50,109000,2180
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,1.0,60,18717,311.95
Argentina,Capital Federal,Monserrat,Departamento,1.0,1.0,1.0,33,80000,2424.242424
Argentina,Santa Fe,Rosario,Departamento,1.0,1.0,1.0,23,51430,2236.086957
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,33,65900,1996.969697
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,3.0,2.0,2.0,78,178000,2282.051282
Argentina,Santa Fe,Rosario,Departamento,4.0,3.0,2.0,126,567000,4500
Colombia,Atlántico,Barranquilla,Apartamento,2.0,2.0,1.0,90,40050,445
Argentina,Capital Federal,Villa Crespo,Departamento,3.0,2.0,1.0,80,285000,3562.5
Argentina,Capital Federal,Almagro,Departamento,3.0,2.0,2.0,74,183000,2472.972973
Colombia,Cundinamarca,Bogotá D.C,Apartamento,4.0,4.0,4.0,170,247729,1457.229412
Argentina,Buenos Aires Costa Atlántica,Pinamar,Departamento,3.0,2.0,1.0,71,79000,1112.676056
Colombia,Antioquia,Sabaneta,Apartamento,2.0,2.0,2.0,78,88081,1129.24359
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,2.0,65,129900,1998.461538
Argentina,Capital Federal,Villa del Parque,Departamento,4.0,3.0,1.0,119,330000,2773.109244
Argentina,Capital Federal,Barracas,Departamento,2.0,1.0,1.0,62,93000,1500
Colombia,Cundinamarca,Bogotá D.C,Apartamento,4.0,4.0,4.0,271,578035,2132.97048
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,112,173410,1548.303571
Argentina,Capital Federal,Belgrano,Departamento,3.0,2.0,1.0,60,199000,3316.666667
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,2.0,48,123865,2580.520833
Argentina,Capital Federal,Villa del Parque,Departamento,3.0,2.0,1.0,50,99500,1990
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,180,115607,642.2611111
Argentina,Capital Federal,Recoleta,Departamento,5.0,4.0,2.0,240,990000,4125
Argentina,Capital Federal,Recoleta,Departamento,4.0,2.0,4.0,157,520000,3312.101911
Colombia,Atlántico,Barranquilla,Apartamento,4.0,4.0,3.0,341,112854,330.9501466
Argentina,Capital Federal,Palermo,Departamento,1.0,1.0,1.0,53,150000,2830.188679
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,98,134875,1376.27551
Colombia,Cundinamarca,Bogotá D.C,Apartamento,4.0,4.0,4.0,273,398569,1459.959707
Argentina,Córdoba,Córdoba,Departamento,1.0,1.0,1.0,43,54000,1255.813953
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,70,104597,1494.242857
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,240,412882,1720.341667
Argentina,Capital Federal,Villa Devoto,Departamento,3.0,2.0,1.0,54,100000,1851.851852
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,64,57803,903.171875
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,141,295899,2098.574468
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,3.0,2.0,2.0,74,201066,2717.108108
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,4.0,3.0,1.0,67,70000,1044.776119
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,2.0,78,510000,6538.461538
Colombia,Antioquia,Envigado,Apartamento,4.0,4.0,4.0,141,173410,1229.858156
Argentina,Capital Federal,Recoleta,Departamento,6.0,4.0,2.0,176,605000,3437.5
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,3.0,122,126617,1037.844262
Colombia,Cundinamarca,Girardot,Apartamento,2.0,2.0,1.0,53,39613,747.4150943
Colombia,Cundinamarca,Chía,Apartamento,3.0,3.0,2.0,76,78448,1032.210526
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,3.0,108,82576,764.5925926
Argentina,Capital Federal,Floresta,Departamento,3.0,2.0,1.0,80,125000,1562.5
Argentina,Capital Federal,Saavedra,Departamento,2.0,1.0,1.0,31,69500,2241.935484
Colombia,Atlántico,Barranquilla,Apartamento,2.0,2.0,2.0,52,57803,1111.596154
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,270,302780,1121.407407
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,37,88000,2378.378378
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,61,60556,992.7213115
Argentina,Mendoza,Mendoza,Departamento,3.0,1.0,1.0,27,40000,1481.481481
Argentina,Capital Federal,Chacarita,Departamento,3.0,2.0,1.0,55,119000,2163.636364
Argentina,Capital Federal,Recoleta,Departamento,2.0,2.0,1.0,47,120000,2553.191489
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,39,80000,2051.282051
Argentina,Río Negro,General Roca,Departamento,4.0,2.0,1.0,66,112000,1696.969697
Argentina,Capital Federal,Belgrano,Departamento,3.0,2.0,1.0,64,243000,3796.875
Argentina,Santa Fe,Rosario,Departamento,1.0,1.0,1.0,24,38140,1589.166667
Argentina,Santa Fe,Rosario,Departamento,1.0,1.0,1.0,35,60000,1714.285714
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,2.0,100,120000,1200
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,72,69900,970.8333333
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,3.0,2.0,2.0,160,320000,2000
Argentina,Capital Federal,Nuñez,Departamento,3.0,2.0,1.0,55,125000,2272.727273
Argentina,Capital Federal,Almagro,Departamento,3.0,2.0,1.0,60,10800,180
Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,2.0,1.0,1.0,35,72000,2057.142857
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,1.0,50,139000,2780
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,39,74900,1920.512821
Argentina,Buenos Aires Costa Atlántica,Santa Teresita,Departamento,2.0,1.0,1.0,36,33000,916.6666667
Argentina,Capital Federal,Belgrano,Departamento,4.0,3.0,3.0,99,380000,3838.383838
Colombia,Valle del Cauca,Yumbo,Apartamento,2.0,2.0,2.0,60,38508,641.8
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,98,91511,933.7857143
Argentina,Capital Federal,Retiro,Departamento,1.0,1.0,1.0,29,108000,3724.137931
Argentina,Capital Federal,Villa Crespo,Departamento,8.0,7.0,1.0,140,180000,1285.714286
Argentina,Santa Fe,Rosario,Departamento,1.0,1.0,1.0,24,38140,1589.166667
Colombia,Valle del Cauca,Cali,Apartamento,2.0,2.0,1.0,60,34407,573.45
Argentina,Capital Federal,Puerto Madero,Departamento,4.0,2.0,4.0,205,1600000,7804.878049
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,1.0,48,33031,688.1458333
Argentina,Capital Federal,Recoleta,Departamento,4.0,3.0,3.0,110,385000,3500
Argentina,Capital Federal,Caballito,Departamento,1.0,1.0,1.0,22,61500,2795.454545
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,3.0,89,85329,958.752809
Colombia,Santander,Bucaramanga,Apartamento,3.0,3.0,2.0,117,66061,564.6239316
Argentina,Capital Federal,Retiro,Departamento,2.0,1.0,1.0,39,85000,2179.487179
Argentina,Capital Federal,Parque Centenario,Departamento,2.0,1.0,1.0,37,85000,2297.297297
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,2.0,80,130000,1625
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,116,178915,1542.37069
Argentina,Capital Federal,Parque Patricios,Departamento,2.0,2.0,1.0,61,84000,1377.04918
Colombia,Valle del Cauca,Cali,Apartamento,4.0,4.0,3.0,127,123865,975.3149606
Argentina,Córdoba,Córdoba,Departamento,3.0,1.0,1.0,45,75000,1666.666667
Argentina,Capital Federal,Parque Centenario,Departamento,2.0,1.0,1.0,48,99000,2062.5
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,3.0,79,115607,1463.379747
Argentina,Capital Federal,Caballito,Departamento,2.0,1.0,1.0,40,89000,2225
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,3.0,115,184421,1603.66087
Argentina,Capital Federal,Belgrano,Departamento,2.0,1.0,1.0,39,110000,2820.512821
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,47,83000,1765.957447
Colombia,Risaralda,Pereira,Apartamento,3.0,3.0,2.0,72,82576,1146.888889
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,142,123865,872.2887324
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,39,77000,1974.358974
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,125,206441,1651.528
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,49,79900,1630.612245
Colombia,Cundinamarca,Cajicá,Apartamento,2.0,2.0,2.0,65,88081,1355.092308
Argentina,Capital Federal,Palermo,Departamento,4.0,2.0,2.0,201,950000,4726.368159
Colombia,Antioquia,Medellín,Apartamento,4.0,4.0,3.0,158,140380,888.4810127
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,34,49500,1455.882353
Argentina,Capital Federal,Pompeya,Departamento,3.0,2.0,1.0,66,70000,1060.606061
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,34,49500,1455.882353
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,40,110000,2750
Argentina,Santa Fe,Rosario,Departamento,1.0,1.0,1.0,27,42640,1579.259259
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,83,74319,895.4096386
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,2.0,145,420000,2896.551724
Argentina,Capital Federal,Barracas,Departamento,3.0,2.0,1.0,58,135000,2327.586207
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,2.0,65,68263,1050.2
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,50,180000,3600
Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Departamento,2.0,1.0,1.0,59,130000,2203.389831
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,5.0,315,330306,1048.590476
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,1.0,31,45417,1465.064516
Argentina,Capital Federal,Chacarita,Departamento,4.0,3.0,1.0,95,180000,1894.736842
Argentina,Capital Federal,Almagro,Departamento,2.0,2.0,1.0,51,114900,2252.941176
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,2.0,1.0,1.0,55,90000,1636.363636
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,2.0,81,180000,2222.222222
Argentina,Capital Federal,Parque Centenario,Departamento,3.0,2.0,1.0,56,137000,2446.428571
Colombia,Antioquia,Medellín,Apartamento,2.0,2.0,2.0,72,57803,802.8194444
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,3.0,99,96339,973.1212121
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,107,110102,1028.990654
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,2.0,127,132122,1040.330709
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,4.0,3.0,3.0,120,290000,2416.666667
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,2.0,1.0,1.0,48,125000,2604.166667
Argentina,Córdoba,Río Cuarto,Departamento,7.0,3.0,2.0,100,107000,1070
Argentina,Bs.As. G.B.A. Zona Oeste,Ituzaingó,Departamento,3.0,2.0,1.0,60,55000,916.6666667
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,2.0,100,440407,4404.07
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,1.0,30,48690,1623
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,1.0,63,225000,3571.428571
Argentina,Capital Federal,Recoleta,Departamento,4.0,3.0,2.0,109,380000,3486.238532
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,1.0,1.0,1.0,23,60900,2647.826087
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,2.0,68,57803,850.0441176
Argentina,Capital Federal,Villa Crespo,Departamento,4.0,3.0,1.0,100,165000,1650
Argentina,Buenos Aires Costa Atlántica,Pinamar,Departamento,2.0,1.0,1.0,40,80000,2000
Colombia,Cundinamarca,Mosquera,Apartamento,3.0,3.0,2.0,62,48748,786.2580645
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,60,35783,596.3833333
Argentina,Capital Federal,Caballito,Departamento,3.0,2.0,2.0,83,186000,2240.963855
Argentina,Capital Federal,Palermo,Departamento,5.0,4.0,4.0,220,900000,4090.909091
Argentina,Capital Federal,San Cristobal,Departamento,2.0,1.0,1.0,46,85000,1847.826087
Argentina,Santa Fe,San Lorenzo,Departamento,4.0,1.0,3.0,123,220000,1788.617886
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,40,57900,1447.5
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,2.0,60,130000,2166.666667
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,78,188549,2417.294872
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,47,110000,2340.425532
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,100,79273,792.73
Argentina,Capital Federal,Parque Centenario,Departamento,2.0,1.0,1.0,38,99000,2605.263158
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,36,81000,2250
Argentina,Capital Federal,Villa Urquiza,Departamento,2.0,1.0,1.0,48,139900,2914.583333
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,72,72942,1013.083333
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,38,99000,2605.263158
Argentina,Capital Federal,Balvanera,Departamento,2.0,1.0,1.0,40,75000,1875
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,2.0,99,690000,6969.69697
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,32,80000,2500
Argentina,Capital Federal,Parque Chacabuco,Departamento,3.0,2.0,1.0,46,87500,1902.173913
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,70,110102,1572.885714
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,2.0,66,64685,980.0757576
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,1.0,62,125000,2016.129032
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,44,79900,1815.909091
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,37,65000,1756.756757
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,60,37132,618.8666667
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,35,72000,2057.142857
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,2.0,110,249000,2263.636364
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,3.0,2.0,3.0,76,295000,3881.578947
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,50,103000,2060
Argentina,Capital Federal,Almagro,Departamento,3.0,2.0,1.0,99,240000,2424.242424
Argentina,Buenos Aires Costa Atlántica,Monte Hermoso,Departamento,3.0,2.0,2.0,65,140000,2153.846154
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,1.0,1.0,1.0,30,48900,1630
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,1.0,56,39912,712.7142857
Argentina,Bs.As. G.B.A. Zona Sur,Ezeiza,Departamento,4.0,3.0,1.0,150,140000,933.3333333
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,152,175341,1153.559211
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,154,301404,1957.168831
Argentina,Capital Federal,Puerto Madero,Departamento,6.0,5.0,4.0,335,2250001,6716.420896
Argentina,Santa Fe,Rosario,Departamento,4.0,2.0,3.0,157,555000,3535.031847
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,34,47000,1382.352941
Argentina,Capital Federal,Caballito,Departamento,2.0,1.0,1.0,41,130000,3170.731707
Argentina,Capital Federal,Villa Urquiza,Departamento,2.0,1.0,1.0,36,82000,2277.777778
Argentina,Neuquén,Lácar,Departamento,2.0,1.0,1.0,37,105000,2837.837838
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,3.0,104,123865,1191.009615
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,58,60556,1044.068966
Argentina,Capital Federal,San Nicolás,Departamento,5.0,4.0,2.0,136,300000,2205.882353
Argentina,Córdoba,Córdoba,Departamento,2.0,1.0,1.0,42,39400,938.0952381
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,3.0,149,123865,831.3087248
Argentina,Santa Fe,Rosario,Departamento,4.0,3.0,3.0,115,465000,4043.478261
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,256,522984,2042.90625
Argentina,Córdoba,Villa Carlos Paz,Departamento,3.0,1.0,1.0,38,44000,1157.894737
Argentina,Capital Federal,Palermo,Departamento,4.0,3.0,1.0,148,398000,2689.189189
Argentina,Buenos Aires Costa Atlántica,Pinamar,Departamento,1.0,1.0,1.0,50,79000,1580
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,324,880815,2718.564815
Colombia,Antioquia,Bello,Apartamento,1.0,1.0,1.0,40,48170,1204.25
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,1.0,55,64000,1163.636364
Argentina,Capital Federal,Balvanera,Departamento,4.0,3.0,3.0,92,120000,1304.347826
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,43,98000,2279.069767
Colombia,Atlántico,Puerto Colombia,Apartamento,3.0,3.0,5.0,220,217451,988.4136364
Argentina,Capital Federal,Almagro,Departamento,4.0,3.0,3.0,101,250000,2475.247525
Argentina,Capital Federal,Puerto Madero,Departamento,3.0,2.0,3.0,140,770000,5500
Argentina,Bs.As. G.B.A. Zona Norte,Escobar,Departamento,1.0,1.0,1.0,45,92000,2044.444444
Argentina,Córdoba,Villa Carlos Paz,Departamento,3.0,2.0,1.0,70,82000,1171.428571
Argentina,Capital Federal,Recoleta,Departamento,1.0,1.0,1.0,21,75000,3571.428571
Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Departamento,3.0,2.0,3.0,90,300000,3333.333333
Argentina,Córdoba,Córdoba,Departamento,3.0,1.0,1.0,56,55000,982.1428571
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,4.0,3.0,3.0,140,340000,2428.571429
Argentina,Capital Federal,Flores,Departamento,3.0,2.0,1.0,50,92000,1840
Argentina,Capital Federal,Almagro,Departamento,1.0,1.0,1.0,35,89000,2542.857143
Argentina,Bs.As. G.B.A. Zona Norte,Escobar,Departamento,6.0,4.0,4.0,200,169000,845
Argentina,Capital Federal,Belgrano,Departamento,2.0,1.0,1.0,37,130000,3513.513514
Argentina,Capital Federal,Villa Crespo,Departamento,3.0,2.0,1.0,54,112000,2074.074074
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,2.0,68,230000,3382.352941
Argentina,Capital Federal,Parque Chacabuco,Departamento,2.0,1.0,1.0,35,78000,2228.571429
Argentina,Córdoba,Córdoba,Departamento,3.0,2.0,1.0,76,57900,761.8421053
Colombia,Antioquia,Medellín,Apartamento,2.0,2.0,2.0,51,64685,1268.333333
Argentina,Capital Federal,Almagro,Departamento,3.0,2.0,1.0,43,115000,2674.418605
Argentina,Capital Federal,Puerto Madero,Departamento,2.0,1.0,2.0,63,370000,5873.015873
Argentina,Salta,Acambuco,Departamento,2.0,1.0,1.0,55,72000,1309.090909
Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Departamento,3.0,2.0,2.0,100,435000,4350
Colombia,Antioquia,Sabaneta,Apartamento,2.0,2.0,2.0,64,68814,1075.21875
Argentina,Capital Federal,Colegiales,Departamento,3.0,2.0,1.0,73,217000,2972.60274
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,4.0,244,243944,999.7704918
Argentina,Capital Federal,Palermo,Departamento,4.0,3.0,2.0,190,480000,2526.315789
Argentina,Santa Fe,Rosario,Departamento,4.0,2.0,1.0,84,159258,1895.928571
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,128,209666,1638.015625
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,2.0,1.0,1.0,51,135000,2647.058824
Argentina,Capital Federal,Once,Departamento,2.0,1.0,1.0,35,79800,2280
Colombia,Antioquia,Medellín,Apartamento,2.0,2.0,2.0,210,253234,1205.87619
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,33,65900,1996.969697
Argentina,Capital Federal,San Nicolás,Departamento,2.0,1.0,1.0,32,72000,2250
Argentina,Santa Fe,Rosario,Departamento,3.0,2.0,3.0,102,254525,2495.343137
Argentina,Capital Federal,Villa Crespo,Departamento,3.0,2.0,2.0,90,225000,2500
Argentina,Capital Federal,Almagro,Departamento,4.0,3.0,1.0,75,146000,1946.666667
Colombia,Valle del Cauca,Cali,Apartamento,2.0,2.0,2.0,58,71566,1233.896552
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,64,38536,602.125
Colombia,Cundinamarca,Bogotá D.C,Apartamento,4.0,4.0,4.0,227,289017,1273.202643
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,1.0,60,37159,619.3166667
Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Departamento,3.0,2.0,2.0,72,165000,2291.666667
Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Departamento,2.0,1.0,1.0,39,65000,1666.666667
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,2.0,65,158000,2430.769231
Argentina,Capital Federal,Boedo,Departamento,2.0,1.0,1.0,35,89000,2542.857143
Argentina,Capital Federal,Constitución,Departamento,1.0,1.0,1.0,28,78000,2785.714286
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,2.0,1.0,1.0,60,125000,2083.333333
Argentina,Capital Federal,Villa Crespo,Departamento,4.0,3.0,1.0,95,171000,1800
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,146,184421,1263.157534
Argentina,Capital Federal,Balvanera,Departamento,7.0,6.0,2.0,181,180000,994.4751381
Argentina,Capital Federal,Puerto Madero,Departamento,4.0,3.0,4.0,177,1390000,7853.107345
Argentina,Capital Federal,Puerto Madero,Departamento,4.0,2.0,2.0,220,1680000,7636.363636
Argentina,Capital Federal,Belgrano,Departamento,4.0,3.0,3.0,146,865000,5924.657534
Colombia,Valle del Cauca,Cali,Apartamento,2.0,2.0,2.0,80,35783,447.2875
Argentina,Capital Federal,Once,Departamento,2.0,1.0,1.0,35,63000,1800
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,2.0,1.0,2.0,52,110000,2115.384615
Colombia,Risaralda,Pereira,Apartamento,1.0,1.0,1.0,34,34407,1011.970588
Argentina,Capital Federal,Puerto Madero,Departamento,1.0,1.0,1.0,48,290000,6041.666667
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,86,151390,1760.348837
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,64,33031,516.109375
Argentina,Capital Federal,Balvanera,Departamento,2.0,1.0,1.0,44,99000,2250
Argentina,Capital Federal,Abasto,Departamento,2.0,1.0,1.0,44,99000,2250
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,90,88081,978.6777778
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,84,81200,966.6666667
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,125,83953,671.624
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,3.0,99,86705,875.8080808
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,25,52000,2080
